"info__year","info__version","info__description","info__contributor","info__url","info__date_created","licenses__id","licenses__url","licenses__name","categories__id","categories__name","categories__supercategory","images__id","images__license","images__file_name","images__height","images__width","images__date_captured","annotations__id","annotations__image_id","annotations__category_id","annotations__bbox__001","annotations__bbox__002","annotations__bbox__003","annotations__bbox__004","annotations__area","annotations__iscrowd"
"","","","","","","","","","","","","","","","","","","1668","594","1","188","143","82.84","121","10023.64","0"
"","","","","","","","","","","","","","","","","","","1669","594","1","125","64","76.49","151.2","11565.288","0"
"","","","","","","","","","","","","","","","","","","1670","594","1","61","120","63.56","101.2","6432.272","0"
"","","","","","","","","","","","","","","","","","","1671","595","4","102","17","57","132.4","7546.8","0"
"","","","","","","","","","","","","","","","","","","1672","596","1","123","78","116.24","223.16","25940.118","0"
"","","","","","","","","","","","","","","","","","","1673","596","1","242","101","126.73","202.11","25613.4","0"
"","","","","","","","","","","","","","","","","","","1674","596","1","372","56","92.49","255.26","23608.997","0"
"","","","","","","","","","","","","","","","","","","1675","597","3","840","34","482.19","1109.33","534907.833","0"
"","","","","","","","","","","","","","","","","","","1676","597","3","274","140","408.05","918.33","374724.557","0"
"","","","","","","","","","","","","","","","","","","1677","598","1","0","175","63.69","222.94","14199.049","0"
"","","","","","","","","","","","","","","","","","","1678","598","1","89","161","82.87","196.47","16281.469","0"
"","","","","","","","","","","","","","","","","","","1679","598","3","171","146","110.49","217.06","23982.959","0"
"","","","","","","","","","","","","","","","","","","1680","598","3","306","135","102.22","195.88","20022.854","0"
"","","","","","","","","","","","","","","","","","","1681","598","1","376","170","56.92","180.59","10279.183","0"
"","","","","","","","","","","","","","","","","","","1682","598","1","441","164","70.43","181.76","12801.357","0"
"","","","","","","","","","","","","","","","","","","1683","598","1","464","215","67.49","135.29","9130.722","0"
"","","","","","","","","","","","","","","","","","","1684","599","2","442","223","64.5","144.67","9331.215","0"
"","","","","","","","","","","","","","","","","","","1685","599","3","12","222","57.27","167.33","9582.989","0"
"","","","","","","","","","","","","","","","","","","1686","599","3","45","217","53.26","170.67","9089.884","0"
"","","","","","","","","","","","","","","","","","","1687","600","1","195","157","69.93","143.48","10033.556","0"
"","","","","","","","","","","","","","","","","","","1688","600","1","341","117","69.02","183.48","12663.79","0"
"","","","","","","","","","","","","","","","","","","1689","600","3","265","63","75.56","236.96","17904.698","0"
"","","","","","","","","","","","","","","","","","","1690","600","3","410","46","85.53","253.91","21716.922","0"
"","","","","","","","","","","","","","","","","","","1691","601","3","388","77","112.91","338.46","38215.519","0"
"","","","","","","","","","","","","","","","","","","1692","601","4","243","96","139.87","326.92","45726.3","0"
"","","","","","","","","","","","","","","","","","","1693","602","4","98","19","186.37","211.18","39357.617","0"
"","","","","","","","","","","","","","","","","","","1694","602","3","398","0","138.07","215.88","29806.552","0"
"","","","","","","","","","","","","","","","","","","1695","603","1","31","49","75.63","122.97","9300.221","0"
"","","","","","","","","","","","","","","","","","","1696","603","1","121","8","84.26","145.68","12274.997","0"
"","","","","","","","","","","","","","","","","","","1697","604","3","258","108","97.37","262.5","25559.625","0"
"","","","","","","","","","","","","","","","","","","1698","605","4","196","3","157","274","43018","0"
"","","","","","","","","","","","","","","","","","","1699","606","3","0","46","167.54","214.76","35980.89","0"
"","","","","","","","","","","","","","","","","","","1700","606","3","200","26","212.84","178","37885.52","0"
"","","","","","","","","","","","","","","","","","","1701","606","1","205","80","125.96","190","23932.4","0"
"","","","","","","","","","","","","","","","","","","1702","607","3","457","68","636.21","717.33","456372.519","0"
"","","","","","","","","","","","","","","","","","","1703","607","3","156","20","296.5","741.11","219739.115","0"
"","","","","","","","","","","","","","","","","","","1704","607","3","447","110","428.14","682","291991.48","0"
"","","","","","","","","","","","","","","","","","","1705","608","3","484","172","76.75","203.08","15586.39","0"
"","","","","","","","","","","","","","","","","","","1706","608","4","386","237","142.14","156.92","22304.609","0"
"","","","","","","","","","","","","","","","","","","1707","609","3","268","152","13.54","32.27","436.936","0"
"","","","","","","","","","","","","","","","","","","1708","609","3","163","77","64.92","178.64","11597.309","0"
"","","","","","","","","","","","","","","","","","","1709","609","1","133","150","34.48","115.91","3996.577","0"
"","","","","","","","","","","","","","","","","","","1710","609","1","87","160","42.67","107.73","4596.839","0"
"","","","","","","","","","","","","","","","","","","1711","609","3","7","79","81.77","210.91","17246.111","0"
"","","","","","","","","","","","","","","","","","","1712","610","2","357","52","135.99","460.77","62660.112","0"
"","","","","","","","","","","","","","","","","","","1713","610","2","480","16","165.19","500","82595","0"
"","","","","","","","","","","","","","","","","","","1714","611","2","437","96","267.07","546","145820.22","0"
"","","","","","","","","","","","","","","","","","","1715","611","2","161","133","225.86","511","115414.46","0"
"","","","","","","","","","","","","","","","","","","1716","611","3","332","108","70.96","223.43","15854.593","0"
"","","","","","","","","","","","","","","","","","","1717","611","3","427","110","78.35","212.14","16621.169","0"
"","","","","","","","","","","","","","","","","","","1718","612","4","363","128","141.02","177.06","24969.001","0"
"","","","","","","","","","","","","","","","","","","1719","613","3","222","177","81.66","211.18","17244.959","0"
"","","","","","","","","","","","","","","","","","","1720","613","3","91","194","102.27","207.06","21176.026","0"
"","","","","","","","","","","","","","","","","","","1721","613","3","4","162","16.36","31.82","520.575","0"
"","","","","","","","","","","","","","","","","","","1722","613","3","17","163","16.24","30.71","498.73","0"
"","","","","","","","","","","","","","","","","","","1723","614","1","0","48","146.01","254.55","37166.845","0"
"","","","","","","","","","","","","","","","","","","1724","614","1","87","14","125.83","220.91","27797.105","0"
"","","","","","","","","","","","","","","","","","","1725","614","1","204","55","83.87","174.55","14639.509","0"
"","","","","","","","","","","","","","","","","","","1726","614","1","292","64","68.07","175.45","11942.881","0"
"","","","","","","","","","","","","","","","","","","1727","614","1","372","26","107.59","256.36","27581.772","0"
"","","","","","","","","","","","","","","","","","","1728","615","1","440","128","43.97","97.65","4293.671","0"
"","","","","","","","","","","","","","","","","","","1729","615","1","103","136","46.4","78.82","3657.248","0"
"","","","","","","","","","","","","","","","","","","1730","615","3","241","109","113.41","228.82","25950.476","0"
"","","","","","","","","","","","","","","","","","","1731","616","3","80","88","89.93","235.29","21159.63","0"
"","","","","","","","","","","","","","","","","","","1732","616","4","253","165","125.17","242.71","30380.011","0"
"","","","","","","","","","","","","","","","","","","1733","616","3","417","134","73.38","170","12474.6","0"
"","","","","","","","","","","","","","","","","","","1734","616","3","509","139","27.49","64.12","1762.659","0"
"","","","","","","","","","","","","","","","","","","1735","616","3","541","139","26.89","64.71","1740.052","0"
"","","","","","","","","","","","","","","","","","","1736","616","3","493","133","16.32","43.53","710.41","0"
"","","","","","","","","","","","","","","","","","","1737","617","2","165","17","49.34","158.49","7819.897","0"
"","","","","","","","","","","","","","","","","","","1738","617","2","107","9","59.51","165.14","9827.481","0"
"","","","","","","","","","","","","","","","","","","1739","618","2","362","125","99.82","303.64","30309.345","0"
"","","","","","","","","","","","","","","","","","","1740","618","2","466","139","108.89","295.45","32171.55","0"
"","","","","","","","","","","","","","","","","","","1741","618","3","309","154","31.67","77.27","2447.141","0"
"","","","","","","","","","","","","","","","","","","1742","618","3","339","141","28.94","88.18","2551.929","0"
"","","","","","","","","","","","","","","","","","","1743","618","3","614","129","23.12","41.61","962.023","0"
"","","","","","","","","","","","","","","","","","","1744","619","3","495","139","121.26","353.15","42822.969","0"
"","","","","","","","","","","","","","","","","","","1745","619","3","421","202","100.62","237.69","23916.368","0"
"","","","","","","","","","","","","","","","","","","1746","620","4","352","260","364.09","851.82","310139.144","0"
"","","","","","","","","","","","","","","","","","","1747","620","2","121","304","287.52","748","215064.96","0"
"","","","","","","","","","","","","","","","","","","1748","621","2","324","332","46.52","119.53","5560.536","0"
"","","","","","","","","","","","","","","","","","","1749","621","4","352","308","134.19","236.86","31784.243","0"
"","","","","","","","","","","","","","","","","","","1750","622","2","111","21","41.19","139.11","5729.941","0"
"","","","","","","","","","","","","","","","","","","1751","622","2","70","15","48.13","144.66","6962.486","0"
"","","","","","","","","","","","","","","","","","","1752","623","4","167","34","61.7","135.16","8339.372","0"
"","","","","","","","","","","","","","","","","","","1753","624","1","64","10","207","303","62721","0"
"","","","","","","","","","","","","","","","","","","1754","625","1","121","1","125.53","298.13","37424.259","0"
"","","","","","","","","","","","","","","","","","","1755","625","1","248","0","127.37","306.88","39087.306","0"
"","","","","","","","","","","","","","","","","","","1756","626","3","258","14","106.91","312.09","33365.542","0"
"","","","","","","","","","","","","","","","","","","1757","626","3","120","1","117.02","179.31","20982.856","0"
"","","","","","","","","","","","","","","","","","","1758","626","2","439","30","96.06","267.05","25652.823","0"
"","","","","","","","","","","","","","","","","","","1759","626","3","491","20","119.79","313.16","37513.436","0"
"","","","","","","","","","","","","","","","","","","1760","626","4","295","14","119.88","318.42","38172.19","0"
"","","","","","","","","","","","","","","","","","","1761","626","4","100","80","142.55","258.95","36913.323","0"
"","","","","","","","","","","","","","","","","","","1762","627","1","227","102","58.72","149.41","8773.355","0"
"","","","","","","","","","","","","","","","","","","1763","628","4","225","1","316","383","121028","0"
"","","","","","","","","","","","","","","","","","","1764","628","3","47","0","157.1","351.18","55170.378","0"
"","","","","","","","","","","","","","","","","","","1765","628","3","499","2","74.53","163.55","12189.382","0"
"","","","","","","","","","","","","","","","","","","1766","628","3","560","1","52.37","141.64","7417.687","0"
"","","","","","","","","","","","","","","","","","","1767","628","3","23","0","184.9","236.16","43665.984","0"
"","","","","","","","","","","","","","","","","","","1768","629","4","363","144","358.02","491","175787.82","0"
"","","","","","","","","","","","","","","","","","","1769","629","3","617","29","157.72","572.58","90307.318","0"
"","","","","","","","","","","","","","","","","","","1770","630","4","278","199","204.84","337","69031.08","0"
"","","","","","","","","","","","","","","","","","","1771","630","3","251","121","31.89","96","3061.44","0"
"","","","","","","","","","","","","","","","","","","1772","631","3","16","189","41.82","131.88","5515.222","0"
"","","","","","","","","","","","","","","","","","","1773","631","3","24","180","48.07","138.75","6669.712","0"
"","","","","","","","","","","","","","","","","","","1774","631","3","183","178","94.27","166.88","15731.778","0"
"","","","","","","","","","","","","","","","","","","1775","631","3","376","193","58.61","141.88","8315.587","0"
"","","","","","","","","","","","","","","","","","","1776","631","3","418","163","21.73","53.75","1167.987","0"
"","","","","","","","","","","","","","","","","","","1777","631","3","520","166","20.46","50.63","1035.89","0"
"","","","","","","","","","","","","","","","","","","1778","631","3","539","163","21.7","47.5","1030.75","0"
"","","","","","","","","","","","","","","","","","","1779","631","3","256","173","14.55","23.07","335.668","0"
"","","","","","","","","","","","","","","","","","","1780","632","4","276","145","112.13","124.83","13997.188","0"
"","","","","","","","","","","","","","","","","","","1781","632","3","158","157","39.51","99.58","3934.406","0"
"","","","","","","","","","","","","","","","","","","1782","632","3","200","150","37","108.33","4008.21","0"
"","","","","","","","","","","","","","","","","","","1783","633","4","263","125","211.51","215.5","45580.405","0"
"","","","","","","","","","","","","","","","","","","1784","633","3","332","28","165.32","312.38","51642.662","0"
"","","","","","","","","","","","","","","","","","","1785","633","3","0","0","216.26","340","73528.4","0"
"","","","","","","","","","","","","","","","","","","1786","634","1","273","25","157.02","254.76","40002.415","0"
"","","","","","","","","","","","","","","","","","","1787","634","1","84","74","131.64","201.9","26578.116","0"
"","","","","","","","","","","","","","","","","","","1788","634","1","18","105","107.95","125.24","13519.658","0"
"","","","","","","","","","","","","","","","","","","1789","635","2","22","47","58.35","154.07","8989.985","0"
"","","","","","","","","","","","","","","","","","","1790","636","1","287","76","63.22","162.86","10296.009","0"
"","","","","","","","","","","","","","","","","","","1791","636","1","262","145","27.05","78.57","2125.318","0"
"","","","","","","","","","","","","","","","","","","1792","636","1","200","134","41.34","97.14","4015.768","0"
"","","","","","","","","","","","","","","","","","","1793","636","1","142","117","55.55","105.71","5872.19","0"
"","","","","","","","","","","","","","","","","","","1794","636","1","100","128","41.37","88.57","3664.141","0"
"","","","","","","","","","","","","","","","","","","1795","636","1","245","129","31.33","98.57","3088.198","0"
"","","","","","","","","","","","","","","","","","","1796","637","3","234","76","70.48","285.29","20107.239","0"
"","","","","","","","","","","","","","","","","","","1797","637","2","140","55","95.21","314.71","29963.539","0"
"","","","","","","","","","","","","","","","","","","1798","638","1","188","146","76.96","170.59","13128.606","0"
"","","","","","","","","","","","","","","","","","","1799","638","1","358","188","78.1","144.12","11255.772","0"
"","","","","","","","","","","","","","","","","","","1800","638","3","263","86","93.41","237.65","22198.887","0"
"","","","","","","","","","","","","","","","","","","1801","639","4","200","49","498.07","565","281409.55","0"
"","","","","","","","","","","","","","","","","","","1802","640","1","90","104","82.42","208.75","17205.175","0"
"","","","","","","","","","","","","","","","","","","1803","640","1","175","170","87.4","159.38","13929.812","0"
"","","","","","","","","","","","","","","","","","","1804","640","3","265","26","106.75","266.88","28489.44","0"
"","","","","","","","","","","","","","","","","","","1805","641","3","114","37","25.67","87.19","2238.167","0"
"","","","","","","","","","","","","","","","","","","1806","641","3","138","28","28.74","93.6","2690.064","0"
"","","","","","","","","","","","","","","","","","","1807","642","3","111","132","145.28","408.18","59300.39","0"
"","","","","","","","","","","","","","","","","","","1808","643","2","396","189","116.05","269.73","31302.167","0"
"","","","","","","","","","","","","","","","","","","1809","643","2","304","209","85.29","251.82","21477.728","0"
"","","","","","","","","","","","","","","","","","","1810","643","3","267","215","68.94","232.73","16044.406","0"
"","","","","","","","","","","","","","","","","","","1811","643","4","404","148","33.5","60.7","2033.45","0"
"","","","","","","","","","","","","","","","","","","1812","643","3","317","139","28.28","59.03","1669.368","0"
"","","","","","","","","","","","","","","","","","","1813","643","3","291","142","23.25","51.86","1205.745","0"
"","","","","","","","","","","","","","","","","","","1814","643","3","358","206","47.29","81.94","3874.943","0"
"","","","","","","","","","","","","","","","","","","1815","644","4","79","96","243.02","445.91","108365.048","0"
"","","","","","","","","","","","","","","","","","","1816","644","3","94","6","152.16","217.51","33096.322","0"
"","","","","","","","","","","","","","","","","","","1817","645","1","392","176","109.21","128.13","13993.077","0"
"","","","","","","","","","","","","","","","","","","1818","645","3","441","115","69.21","161.87","11203.023","0"
"","","","","","","","","","","","","","","","","","","1819","646","1","259","112","144.24","266.25","38403.9","0"
"","","","","","","","","","","","","","","","","","","1820","646","3","410","4","189.19","385.63","72957.34","0"
"","","","","","","","","","","","","","","","","","","1821","647","4","55","0","218.14","390","85074.6","0"
"","","","","","","","","","","","","","","","","","","1822","647","3","275","0","36.27","53.35","1935.005","0"
"","","","","","","","","","","","","","","","","","","1823","648","4","551","243","342.99","795","272677.05","0"
"","","","","","","","","","","","","","","","","","","1824","648","3","826","240","186.29","481.67","89730.304","0"
"","","","","","","","","","","","","","","","","","","1825","648","3","586","283","80.24","131.26","10532.302","0"
"","","","","","","","","","","","","","","","","","","1826","648","3","752","273","69.91","148.46","10378.839","0"
"","","","","","","","","","","","","","","","","","","1827","648","3","504","308","67.49","138.63","9356.139","0"
"","","","","","","","","","","","","","","","","","","1828","649","3","72","221","57","134.12","7644.84","0"
"","","","","","","","","","","","","","","","","","","1829","649","3","414","216","58.09","145.88","8474.169","0"
"","","","","","","","","","","","","","","","","","","1830","649","3","552","226","50.41","118.82","5989.716","0"
"","","","","","","","","","","","","","","","","","","1831","650","3","390","0","87.28","238.39","20806.679","0"
"","","","","","","","","","","","","","","","","","","1832","650","4","232","0","131.1","225.31","29538.141","0"
"","","","","","","","","","","","","","","","","","","1833","650","4","0","41","245.52","367.28","90174.586","0"
"","","","","","","","","","","","","","","","","","","1834","650","3","32","0","106.48","125.03","13313.194","0"
"","","","","","","","","","","","","","","","","","","1835","651","1","126","201","68.66","145.63","9998.956","0"
"","","","","","","","","","","","","","","","","","","1836","651","1","278","231","49.26","119.38","5880.659","0"
"","","","","","","","","","","","","","","","","","","1837","651","3","197","146","81.14","198.75","16126.575","0"
"","","","","","","","","","","","","","","","","","","1838","652","3","212","193","62.84","152.94","9610.75","0"
"","","","","","","","","","","","","","","","","","","1839","652","3","76","172","86.4","162.35","14027.04","0"
"","","","","","","","","","","","","","","","","","","1840","652","3","130","198","18.06","50.03","903.542","0"
"","","","","","","","","","","","","","","","","","","1841","653","1","116","23","225","251","56475","0"
"","","","","","","","","","","","","","","","","","","1842","654","4","27","19","124","153","18972","0"
"","","","","","","","","","","","","","","","","","","1843","655","1","316","26","117.8","234.58","27633.524","0"
"","","","","","","","","","","","","","","","","","","1844","655","1","193","54","87.83","201.67","17712.676","0"
"","","","","","","","","","","","","","","","","","","1845","655","1","32","46","125.36","181.67","22774.151","0"
"","","","","","","","","","","","","","","","","","","1846","655","1","82","31","76.4","165.43","12638.852","0"
"","","","","","","","","","","","","","","","","","","1847","655","1","0","51","30.15","179.07","5398.96","0"
"","","","","","","","","","","","","","","","","","","1848","655","1","251","38","78.11","184.93","14444.882","0"
"","","","","","","","","","","","","","","","","","","1849","655","1","159","16","79.21","201.86","15989.331","0"
"","","","","","","","","","","","","","","","","","","1850","656","4","273","38","335.97","467.69","157129.809","0"
"","","","","","","","","","","","","","","","","","","1851","657","4","342","200","138","191","26358","0"
"","","","","","","","","","","","","","","","","","","1852","657","3","368","148","69.26","228.56","15830.066","0"
"","","","","","","","","","","","","","","","","","","1853","658","4","99","20","98","143","14014","0"
"","","","","","","","","","","","","","","","","","","1854","658","4","206","17","93","146","13578","0"
"","","","","","","","","","","","","","","","","","","1855","659","3","434","33","105.16","329.33","34632.343","0"
"","","","","","","","","","","","","","","","","","","1856","659","3","237","0","190.52","447.33","85225.312","0"
"","","","","","","","","","","","","","","","","","","1857","659","3","78","15","133.24","230","30645.2","0"
"","","","","","","","","","","","","","","","","","","1858","659","1","75","149","162.56","296.67","48226.675","0"
"","","","","","","","","","","","","","","","","","","1859","659","3","254","65","112.06","309.76","34711.706","0"
"","","","","","","","","","","","","","","","","","","1860","660","2","244","84","129.86","340.67","44239.406","0"
"","","","","","","","","","","","","","","","","","","1861","660","2","342","67","105.18","372","39126.96","0"
"","","","","","","","","","","","","","","","","","","1862","660","3","477","158","52.86","161.55","8539.533","0"
"","","","","","","","","","","","","","","","","","","1863","660","3","552","161","25.38","80.98","2055.272","0"
"","","","","","","","","","","","","","","","","","","1864","660","3","502","163","27.51","87","2393.37","0"
"","","","","","","","","","","","","","","","","","","1865","661","4","4","2","328","271","88888","0"
"","","","","","","","","","","","","","","","","","","1866","661","3","66","0","108.38","105.29","11411.33","0"
"","","","","","","","","","","","","","","","","","","1867","662","4","88","63","87.61","125","10951.25","0"
"","","","","","","","","","","","","","","","","","","1868","662","2","141","37","53.49","138.93","7431.366","0"
"","","","","","","","","","","","","","","","","","","1869","663","4","173","80","280","319","89320","0"
"","","","","","","","","","","","","","","","","","","1870","663","3","289","11","140.78","350.78","49382.808","0"
"","","","","","","","","","","","","","","","","","","1871","664","1","120","50","33.66","100.29","3375.761","0"
"","","","","","","","","","","","","","","","","","","1872","664","1","138","43","50.5","112.86","5699.43","0"
"","","","","","","","","","","","","","","","","","","1873","665","4","374","21","127.86","361.33","46199.654","0"
"","","","","","","","","","","","","","","","","","","1874","666","2","8","11","278.96","147","41007.12","0"
"","","","","","","","","","","","","","","","","","","1875","666","2","144","13","157.67","144.66","22808.542","0"
"","","","","","","","","","","","","","","","","","","1876","667","2","666","28","281.45","871","245142.95","0"
"","","","","","","","","","","","","","","","","","","1877","667","4","392","78","272.26","816.25","222232.225","0"
"","","","","","","","","","","","","","","","","","","1878","667","4","79","93","279.83","657.5","183988.225","0"
"","","","","","","","","","","","","","","","","","","1879","667","2","302","135","179.06","597.17","106929.26","0"
"","","","","","","","","","","","","","","","","","","1880","667","3","922","268","170.78","381.29","65116.706","0"
"","","","","","","","","","","","","","","","","","","1881","667","3","1065","266","134.54","352.28","47395.751","0"
"","","","","","","","","","","","","","","","","","","1882","668","1","102","105","73.44","129.52","9511.949","0"
"","","","","","","","","","","","","","","","","","","1883","668","1","171","98","78.01","142.86","11144.509","0"
"","","","","","","","","","","","","","","","","","","1884","669","1","216","184","33.39","74","2470.86","0"
"","","","","","","","","","","","","","","","","","","1885","670","3","796","407","67.19","161.24","10833.716","0"
"","","","","","","","","","","","","","","","","","","1886","670","3","868","373","54.72","200.15","10952.208","0"
"","","","","","","","","","","","","","","","","","","1887","670","3","882","363","101.57","211.54","21486.118","0"
"","","","","","","","","","","","","","","","","","","1888","670","3","617","333","81.9","232.35","19029.465","0"
"","","","","","","","","","","","","","","","","","","1889","670","4","74","329","355.25","367.56","130575.69","0"
"","","","","","","","","","","","","","","","","","","1890","670","1","529","277","109.77","318.89","35004.555","0"
"","","","","","","","","","","","","","","","","","","1891","670","3","707","374","58.32","162.72","9489.83","0"
"","","","","","","","","","","","","","","","","","","1892","670","3","737","380","53.76","164.02","8817.715","0"
"","","","","","","","","","","","","","","","","","","1893","671","3","75","39","23.08","71.25","1644.45","0"
"","","","","","","","","","","","","","","","","","","1894","671","2","291","70","112.39","323.75","36386.262","0"
"","","","","","","","","","","","","","","","","","","1895","671","2","404","91","112.36","292.5","32865.3","0"
"","","","","","","","","","","","","","","","","","","1896","671","3","550","48","51.09","133.13","6801.612","0"
"","","","","","","","","","","","","","","","","","","1897","671","3","737","54","49.8","167.5","8341.5","0"
"","","","","","","","","","","","","","","","","","","1898","671","3","105","46","35.57","79.38","2823.547","0"
"","","","","","","","","","","","","","","","","","","1899","671","3","13","40","24.35","71.88","1750.278","0"
"","","","","","","","","","","","","","","","","","","1900","671","3","30","42","19.97","71.88","1435.444","0"
"","","","","","","","","","","","","","","","","","","1901","671","3","50","48","34.96","72.5","2534.6","0"
"","","","","","","","","","","","","","","","","","","1902","672","1","175","51","85.95","123","10571.85","0"
"","","","","","","","","","","","","","","","","","","1903","672","1","37","35","46.45","138.11","6415.21","0"
"","","","","","","","","","","","","","","","","","","1904","672","1","93","65","28.06","73.24","2055.114","0"
"","","","","","","","","","","","","","","","","","","1905","672","1","118","67","29.93","81.4","2436.302","0"
"","","","","","","","","","","","","","","","","","","1906","672","1","142","66","18.67","51.81","967.293","0"
"","","","","","","","","","","","","","","","","","","1907","672","1","184","58","35.13","101.45","3563.939","0"
"","","","","","","","","","","","","","","","","","","1908","672","3","76","48","18.13","71.07","1288.499","0"
"","","","","","","","","","","","","","","","","","","1909","673","4","642","209","278.09","407","113182.63","0"
"","","","","","","","","","","","","","","","","","","1910","673","4","397","214","235.79","405","95494.95","0"
"","","","","","","","","","","","","","","","","","","1911","673","2","151","145","164.86","325","53579.5","0"
"","","","","","","","","","","","","","","","","","","1912","673","2","369","135","143.87","345.3","49678.311","0"
"","","","","","","","","","","","","","","","","","","1913","674","4","221","4","211","218","45998","0"
"","","","","","","","","","","","","","","","","","","1914","674","3","142","64","30.02","58.56","1757.971","0"
"","","","","","","","","","","","","","","","","","","1915","675","1","422","232","69.85","160.59","11217.211","0"
"","","","","","","","","","","","","","","","","","","1916","675","3","273","180","82.82","211.18","17489.928","0"
"","","","","","","","","","","","","","","","","","","1917","675","3","112","160","102.27","227.65","23281.766","0"
"","","","","","","","","","","","","","","","","","","1918","676","3","90","0","178.86","262.63","46974.002","0"
"","","","","","","","","","","","","","","","","","","1919","677","1","894","139","390.91","761.25","297580.238","0"
"","","","","","","","","","","","","","","","","","","1920","677","1","640","198","192.27","561.25","107911.538","0"
"","","","","","","","","","","","","","","","","","","1921","677","1","254","221","148.62","398.75","59262.225","0"
"","","","","","","","","","","","","","","","","","","1922","677","1","104","225","214.89","675","145050.75","0"
"","","","","","","","","","","","","","","","","","","1923","678","4","350","145","192.14","387.62","74477.307","0"
"","","","","","","","","","","","","","","","","","","1924","679","1","239","37","148.62","328.13","48766.681","0"
"","","","","","","","","","","","","","","","","","","1925","680","1","121","103","60.4","103.81","6270.124","0"
"","","","","","","","","","","","","","","","","","","1926","680","1","192","120","51.82","120","6218.4","0"
"","","","","","","","","","","","","","","","","","","1927","680","1","245","97","57.99","132.38","7676.716","0"
"","","","","","","","","","","","","","","","","","","1928","680","1","314","100","69.4","134.29","9319.726","0"
"","","","","","","","","","","","","","","","","","","1929","681","2","140","11","56.47","158.97","8977.036","0"
"","","","","","","","","","","","","","","","","","","1930","681","2","99","24","45.22","139.74","6319.043","0"
"","","","","","","","","","","","","","","","","","","1931","682","3","157","179","64.03","213.53","13672.326","0"
"","","","","","","","","","","","","","","","","","","1932","682","3","225","170","78.72","238","18735.36","0"
"","","","","","","","","","","","","","","","","","","1933","682","3","333","172","81.63","224.12","18294.916","0"
"","","","","","","","","","","","","","","","","","","1934","683","4","254","79","252.79","304.71","77027.641","0"
"","","","","","","","","","","","","","","","","","","1935","684","4","62","74","158","210","33180","0"
"","","","","","","","","","","","","","","","","","","1936","685","1","257","54","68.98","152.95","10550.491","0"
"","","","","","","","","","","","","","","","","","","1937","685","1","344","7","79.87","191.19","15270.345","0"
"","","","","","","","","","","","","","","","","","","1938","686","1","247","68","513.74","773","397121.02","0"
"","","","","","","","","","","","","","","","","","","1939","687","3","173","78","18.41","37.91","697.923","0"
"","","","","","","","","","","","","","","","","","","1940","687","4","26","10","136.19","179.94","24506.029","0"
"","","","","","","","","","","","","","","","","","","1941","688","4","408","93","177","292","51684","0"
"","","","","","","","","","","","","","","","","","","1942","688","3","292","28","116.34","311.18","36202.681","0"
"","","","","","","","","","","","","","","","","","","1943","689","4","208","1","235","228","53580","0"
"","","","","","","","","","","","","","","","","","","1944","690","1","67","92","151.13","197","29772.61","0"
"","","","","","","","","","","","","","","","","","","1945","691","3","373","141","37.24","106.25","3956.75","0"
"","","","","","","","","","","","","","","","","","","1946","691","3","438","149","58.47","115","6724.05","0"
"","","","","","","","","","","","","","","","","","","1947","691","3","180","178","328.47","722.5","237319.575","0"
"","","","","","","","","","","","","","","","","","","1948","692","4","85","204","169.79","377.5","64095.725","0"
"","","","","","","","","","","","","","","","","","","1949","692","2","243","248","128.51","351.25","45139.137","0"
"","","","","","","","","","","","","","","","","","","1950","693","1","41","3","138.04","260.2","35918.008","0"
"","","","","","","","","","","","","","","","","","","1951","693","1","181","72","65.53","192.8","12634.184","0"
"","","","","","","","","","","","","","","","","","","1952","693","1","1","101","91.47","156.3","14296.761","0"
"","","","","","","","","","","","","","","","","","","1953","693","1","197","123","101.95","139.23","14194.498","0"
"","","","","","","","","","","","","","","","","","","1954","694","4","221","67","124.25","271.25","33702.813","0"
"","","","","","","","","","","","","","","","","","","1955","695","3","195","52","74.44","211","15706.84","0"
"","","","","","","","","","","","","","","","","","","1956","695","3","295","54","75.9","208","15787.2","0"
"","","","","","","","","","","","","","","","","","","1957","696","3","231","156","89.89","214.12","19247.247","0"
"","","","","","","","","","","","","","","","","","","1958","696","3","368","143","65.75","215.29","14155.317","0"
"","","","","","","","","","","","","","","","","","","1959","696","1","318","232","48.12","137.06","6595.327","0"
"","","","","","","","","","","","","","","","","","","1960","697","4","268","0","237.34","364.38","86481.949","0"
"","","","","","","","","","","","","","","","","","","1961","697","3","49","0","153.04","344.38","52703.915","0"
"","","","","","","","","","","","","","","","","","","1962","697","3","494","0","87.8","161.03","14138.434","0"
"","","","","","","","","","","","","","","","","","","1963","697","3","552","0","48.02","145.06","6965.781","0"
"","","","","","","","","","","","","","","","","","","1964","698","3","170","185","128.72","222.71","28667.231","0"
"","","","","","","","","","","","","","","","","","","1965","699","2","721","13","252.52","840","212116.8","0"
"","","","","","","","","","","","","","","","","","","1966","699","4","309","276","399.73","570","227846.1","0"
"","","","","","","","","","","","","","","","","","","1967","700","1","273","124","89.23","197.06","17583.664","0"
"","","","","","","","","","","","","","","","","","","1968","700","3","340","12","91.63","301.18","27597.123","0"
"","","","","","","","","","","","","","","","","","","1969","700","1","570","161","31.86","62.61","1994.755","0"
"","","","","","","","","","","","","","","","","","","1970","701","1","399","133","44.63","116.67","5206.982","0"
"","","","","","","","","","","","","","","","","","","1971","701","1","457","124","23.16","137.14","3176.162","0"
